Style   ,Description    ,Clr,Color     ,Gender,Item Group  ,1/at once,   WIP ETA,   TOT ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,    S ,    M ,    L ,   XL 
71314,ROSE           ,300,GREEN     ,WOMENS,WOMENS OUTDO,1,          ,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71314,ROSE           ,300,GREEN     ,WOMENS,WOMENS OUTDO,2,1/16/13,120,0,0,0,0,0,9,20,28,35,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71315,ROSE           ,500,PLUM      ,WOMENS,WOMENS OUTDO,2,12/24/12,12,0,0,0,0,0,3,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71317,ROSE           ,340,GRN MULTI ,WOMENS,WOMENS OUTDO,2,12/11/12,52,0,0,0,0,0,14,4,17,6,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71318,ROSE           ,9,BLK MULTI ,WOMENS,WOMENS OUTDO,1,          ,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71318,ROSE           ,9,BLK MULTI ,WOMENS,WOMENS OUTDO,2,1/16/13,189,0,0,0,0,0,21,34,50,46,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71319,RAINBOOT       ,541,LAVR MULTI,KIDS  ,KIDS CLASSIC,2,12/24/12,28,0,0,4,5,5,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Style   ,Description    ,Clr,Color     ,Gender,Item Group  ,1/at once,   WIP ETA,   TOT ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,    S ,    M ,    L ,   XL 
        ,               ,   ,          ,      ,            ,2/on WIP ,          ,       ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
71319,RAINBOOT       ,541,LAVR MULTI,KIDS  ,KIDS CLASSIC,2,1/16/13,118,11,14,12,6,6,6,6,6,6,9,13,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0
71320,RAINBOOT       ,340,GRN MULTI ,KIDS  ,KIDS CLASSIC,2,12/12/12,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71320,RAINBOOT       ,340,GRN MULTI ,KIDS  ,KIDS CLASSIC,2,1/16/13,123,13,18,12,12,8,8,0,4,7,15,9,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0
71321,RAINBOOT       ,690,PINK MULTI,KIDS  ,KIDS CLASSIC,2,12/10/12,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71321,RAINBOOT       ,690,PINK MULTI,KIDS  ,KIDS CLASSIC,2,12/31/12,142,12,17,11,17,17,10,6,6,5,11,6,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
71322,RAINBOOT       ,9,BLK MULTI ,KIDS  ,KIDS CLASSIC,1,          ,8,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71322,RAINBOOT       ,9,BLK MULTI ,KIDS  ,KIDS CLASSIC,2,12/12/12,85,5,2,0,5,12,8,12,16,12,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71323,RAINBOOT       ,460,BLUE MULTI,KIDS  ,KIDS CLASSIC,1,          ,41,2,6,0,0,0,0,1,5,7,5,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
71324,RAINBOOT       ,449,AQUA MULTI,KIDS  ,KIDS CLASSIC,2,2/4/13,67,7,11,6,7,9,5,1,0,0,4,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
71325,RAINBOOT       ,1,BLACK     ,KIDS  ,KIDS CLASSIC,2,12/10/12,63,6,6,0,5,0,3,0,0,17,0,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0
71325,RAINBOOT       ,1,BLACK     ,KIDS  ,KIDS CLASSIC,2,12/12/12,275,30,30,36,36,36,36,8,9,6,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
71326,RAINBOOT       ,411,NAVY/GREEN,KIDS  ,KIDS CLASSIC,2,1/16/13,64,3,4,10,12,7,10,0,0,0,7,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
71327,RAINBOOT       ,540,PRPL MULTI,KIDS  ,KIDS CLASSIC,1,          ,5,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71328,RAINBOOT       ,750,YELLOW MLT,KIDS  ,KIDS CLASSIC,1,          ,29,2,0,0,0,0,2,3,4,3,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71329,RAINBOOT       ,965,BLACK/RED ,KIDS  ,KIDS CLASSIC,2,12/24/12,46,1,0,0,7,7,8,4,2,4,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
71330,URBAN FARMER   ,1,BLACK     ,MENS  ,MENS OUTDOOR,2,12/31/12,28,0,0,0,0,0,0,5,0,0,0,3,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0
71332,URBAN FARMER   ,303,OLIVE     ,MENS  ,MENS OUTDOOR,2,12/31/12,31,0,0,0,0,0,0,0,0,0,2,12,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0
71335,FOOD PRO TALL  ,1,BLACK     ,MENS  ,MENS INDUSTR,2,3/15/13,133,0,0,0,0,0,0,0,15,18,31,32,18,9,10,0,0,0,0,0,0,0,0,0,0,0,0
71339,FOOD PRO ST TAL,1,BLACK     ,MENS  ,MENS INDUSTR,2,3/15/13,115,0,0,0,0,0,0,0,7,15,25,25,21,16,6,0,0,0,0,0,0,0,0,0,0,0,0
71343,FOOD PRO TALL  ,1,BLACK     ,MENS  ,MENS INDUSTR,1,          ,59,0,0,0,0,0,0,0,6,13,16,3,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0
71343,FOOD PRO TALL  ,1,BLACK     ,MENS  ,MENS INDUSTR,2,12/13/12,269,0,0,0,0,0,0,11,12,42,54,72,36,30,12,0,0,0,0,0,0,0,0,0,0,0,0
71347,FOOD PRO ST    ,1,BLACK     ,MENS  ,MENS INDUSTR,2,1/7/13,174,0,0,0,0,0,0,10,12,23,38,40,27,13,11,0,0,0,0,0,0,0,0,0,0,0,0
71347,FOOD PRO ST    ,1,BLACK     ,MENS  ,MENS INDUSTR,2,3/15/13,300,0,0,0,0,0,0,24,36,54,54,54,42,30,6,0,0,0,0,0,0,0,0,0,0,0,0
71359,FOOD PRO MID   ,1,BLACK     ,MENS  ,MENS INDUSTR,2,3/15/13,197,0,0,0,0,0,0,9,15,31,45,40,32,17,8,0,0,0,0,0,0,0,0,0,0,0,0
71365,HIGHLINER TALL ,303,OLIVE     ,MENS  ,MENS INDUSTR,2,1/7/13,151,0,0,0,0,0,0,6,8,19,30,32,29,22,5,0,0,0,0,0,0,0,0,0,0,0,0
71365,HIGHLINER TALL ,303,OLIVE     ,MENS  ,MENS INDUSTR,2,3/15/13,480,0,0,0,0,0,0,24,54,72,102,96,72,42,18,0,0,0,0,0,0,0,0,0,0,0,0
71372,HIGHLINER LOW  ,303,OLIVE     ,MENS  ,MENS INDUSTR,2,3/15/13,131,0,0,0,0,0,0,12,15,21,24,25,19,10,5,0,0,0,0,0,0,0,0,0,0,0,0
71380,FRANKIE MID    ,9,BLK MULTI ,WOMENS,MENS RESERVE,1,          ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71392,BABY BOGS BOOT ,202,CHOCOLATE ,KIDS  ,BABY BOG BOO,1,          ,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71392,BABY BOGS BOOT ,205,CHESTNUT  ,KIDS  ,BABY BOG BOO,1,          ,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71401,TURF STOMPER   ,202,CHOCOLATE ,MENS  ,MENS INDUSTR,2,3/13/13,285,0,0,0,0,0,0,6,25,50,69,63,39,20,13,0,0,0,0,0,0,0,0,0,0,0,0
71402,DIAMONDBACK    ,974,REALTREE  ,MENS  ,MENS RESERVE,2,2/25/13,240,0,0,0,0,0,0,0,24,36,48,54,42,24,12,0,0,0,0,0,0,0,0,0,0,0,0
71446,SKULLS BABYBOGS,9,BLK MULTI ,KIDS  ,BABY BOG BOO,2,3/4/13,300,0,0,0,18,54,60,60,54,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71457,BABY BOOT ZOO  ,340,GRN MULTI ,KIDS  ,BABY BOG BOO,2,3/4/13,600,0,0,0,48,108,108,120,96,72,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71457,BABY BOOT ZOO  ,460,BLUE MULTI,KIDS  ,BABY BOG BOO,2,3/4/13,258,0,0,0,24,46,42,48,38,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71457,BABY BOOT ZOO  ,690,PINK MULTI,KIDS  ,BABY BOG BOO,2,3/4/13,300,0,0,0,24,54,54,60,48,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71459,DAISY DOT      ,203,COFFEE    ,KIDS  ,BABY BOG BOO,2,3/4/13,300,0,0,0,24,54,54,60,48,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71459,DAISY DOT      ,400,BLUE      ,KIDS  ,BABY BOG BOO,2,3/4/13,300,0,0,0,18,48,60,60,54,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71459,DAISY DOT      ,500,PLUM      ,KIDS  ,BABY BOG BOO,2,3/5/13,258,0,0,0,18,46,48,48,44,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71459,DAISY DOT      ,610,CHERRY    ,KIDS  ,BABY BOG BOO,2,3/4/13,300,0,0,0,24,54,54,60,48,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
